id,timeframe,computed_at,best_params,net_sharpe,net_return,max_drawdown,n_trades,win_rate,param_grid_size,lookback_days,min_trades,eligible_candidates,total_candidates,status,rejection_reason,max_dd_used,rejected_by_min_trades,rejected_by_max_dd,rejected_by_both,max_trades_seen,best_dd_seen,folds_used,oos_trades,oos_win_rate,worst_fold_dd,rejected_oos_folds
232,5m,2026-03-04 06:14:14.922695+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.04252194272093516,0.0052725297537284475,0.01848612384403492,31,0.4838709677419355,243,45,20,210,243,OK,,0.45,99,24,0,184,0.044812825998143506,2,31,0.4838709677419355,0.01848612384403492,33
233,15m,2026-03-04 06:14:58.731762+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.17343057910656615,0.007557536361774885,0.007415114708342219,14,0.6428571428571429,243,30,10,81,243,OK,,0.25,306,6,0,82,0.007180501392099026,3,14,0.6428571428571429,0.007415114708342219,162
234,30m,2026-03-04 06:15:18.44314+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.0349096258207178,0.008175066315474442,0.01811129023365143,21,0.6190476190476191,243,30,8,27,243,OK,,0.2,675,0,0,68,0,2,21,0.6190476190476191,0.01811129023365143,216
235,1m,2026-03-04 07:13:58.096174+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",-0.5896775049524827,-0.05757786456904464,0.07623056846062425,114,0.23684210526315788,243,7,80,12,243,OK,,0.5,513,9,0,196,0.012477503663408829,2,114,0.23684210526315788,0.07623056846062425,231
236,5m,2026-03-04 07:15:26.391737+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.04252194272093516,0.0052725297537284475,0.01848612384403492,31,0.4838709677419355,243,45,20,210,243,OK,,0.45,99,24,0,184,0.044812825998143506,2,31,0.4838709677419355,0.01848612384403492,33
237,15m,2026-03-04 07:16:06.16015+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.04751766841500626,0.0038698635933002937,0.011044076324729922,17,0.4117647058823529,243,30,10,72,243,OK,,0.25,306,6,0,82,0.007180501392099026,3,17,0.4117647058823529,0.011044076324729922,171
238,30m,2026-03-04 07:16:22.300795+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.0349096258207178,0.008175066315474442,0.01811129023365143,21,0.6190476190476191,243,30,8,27,243,OK,,0.2,675,0,0,68,0,2,21,0.6190476190476191,0.01811129023365143,216
239,1m,2026-03-04 08:15:11.108407+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",-0.587563816714966,-0.057312993662047965,0.0736704670589312,116,0.23275862068965517,243,7,80,12,243,OK,,0.5,513,9,0,206,0.012477503663408829,2,116,0.23275862068965517,0.0736704670589312,231
240,5m,2026-03-04 08:16:38.299437+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.04252194272093516,0.0052725297537284475,0.01848612384403492,31,0.4838709677419355,243,45,20,210,243,OK,,0.45,99,24,0,184,0.044812825998143506,2,31,0.4838709677419355,0.01848612384403492,33
241,15m,2026-03-04 08:17:13.466897+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.004914050889667089,0.0023721263333582637,0.011044076324729922,16,0.375,243,30,10,72,243,OK,,0.25,315,6,0,81,0.007180501392099026,3,16,0.375,0.011044076324729922,171
242,30m,2026-03-04 08:17:29.473301+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.0349096258207178,0.008175066315474442,0.01811129023365143,21,0.6190476190476191,243,30,8,27,243,OK,,0.2,675,0,0,68,0,2,21,0.6190476190476191,0.01811129023365143,216
243,1m,2026-03-04 09:42:33.718733+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",-0.5690179926166332,-0.05272165205003001,0.0711203646319316,109,0.23853211009174313,243,7,80,12,243,OK,,0.5,513,9,0,205,0.012477503663408829,2,109,0.23853211009174313,0.0711203646319316,231
244,5m,2026-03-04 09:44:01.377087+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.04252194272093516,0.0052725297537284475,0.01848612384403492,31,0.4838709677419355,243,45,20,210,243,OK,,0.45,99,24,0,184,0.044812825998143506,2,31,0.4838709677419355,0.01848612384403492,33
245,15m,2026-03-04 09:44:36.7354+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.10631329729726222,0.008695555281369678,0.01334609657044072,16,0.625,243,30,10,72,243,OK,,0.25,324,3,0,79,0.007180501392099026,2,16,0.625,0.01334609657044072,171
246,30m,2026-03-04 09:44:52.643125+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.0349096258207178,0.008175066315474442,0.01811129023365143,21,0.6190476190476191,243,30,8,27,243,OK,,0.2,675,0,0,68,0,2,21,0.6190476190476191,0.01811129023365143,216
247,1m,2026-03-04 10:59:36.872671+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.5741029622442685,-0.05758192175557926,0.07572913948403025,120,0.23333333333333334,243,7,80,18,243,OK,,0.5,531,9,0,204,0.012477503663408829,2,120,0.23333333333333334,0.07572913948403025,225
248,5m,2026-03-04 11:00:51.940779+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.04252194272093516,0.0052725297537284475,0.01848612384403492,31,0.4838709677419355,243,45,20,210,243,OK,,0.45,99,24,0,184,0.044812825998143506,2,31,0.4838709677419355,0.01848612384403492,33
249,15m,2026-03-04 11:01:25.470327+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.10631329729726222,0.008695555281369678,0.01334609657044072,16,0.625,243,30,10,72,243,OK,,0.25,324,3,0,79,0.007180501392099026,2,16,0.625,0.01334609657044072,171
250,30m,2026-03-04 11:01:38.976396+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.0349096258207178,0.008175066315474442,0.01811129023365143,21,0.6190476190476191,243,30,8,27,243,OK,,0.2,675,0,0,68,0,2,21,0.6190476190476191,0.01811129023365143,216
251,1m,2026-03-04 12:08:10.571168+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.44874396634651986,-0.05661077877202181,0.07572913948403025,129,0.24806201550387597,243,7,80,18,243,OK,,0.5,531,9,0,204,0.012477503663408829,2,129,0.24806201550387597,0.07572913948403025,225
252,5m,2026-03-04 12:09:39.569273+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.03448207631754534,0.004028013405240402,0.01848612384403492,32,0.46875,243,45,20,216,243,OK,,0.45,99,24,0,184,0.044812825998143506,2,32,0.46875,0.01848612384403492,27
253,15m,2026-03-04 12:10:23.218814+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.10631329729726222,0.008695555281369678,0.01334609657044072,16,0.625,243,30,10,72,243,OK,,0.25,324,3,0,79,0.007180501392099026,2,16,0.625,0.01334609657044072,171
254,30m,2026-03-04 12:10:40.548732+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.0349096258207178,0.008175066315474442,0.01811129023365143,21,0.6190476190476191,243,30,8,27,243,OK,,0.2,675,0,0,68,0,2,21,0.6190476190476191,0.01811129023365143,216
255,1m,2026-03-04 13:08:49.681257+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4448050021085603,-0.0529687633515535,0.07572913948403025,122,0.2459016393442623,243,7,80,18,243,OK,,0.5,522,9,0,193,0.014660604924108367,2,122,0.2459016393442623,0.07572913948403025,225
256,5m,2026-03-04 13:10:18.701062+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.06045250805558386,0.008168561906628744,0.01848612384403492,32,0.5,243,45,20,216,243,OK,,0.45,99,24,0,184,0.044812825998143506,2,32,0.5,0.01848612384403492,27
257,15m,2026-03-04 13:10:57.831916+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.10631329729726222,0.008695555281369678,0.01334609657044072,16,0.625,243,30,10,72,243,OK,,0.25,324,3,0,79,0.007180501392099026,2,16,0.625,0.01334609657044072,171
258,30m,2026-03-04 13:11:13.964242+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.04991370225980249,0.006458271770018573,0.01811129023365143,20,0.6,243,30,8,27,243,OK,,0.2,675,0,0,68,0,2,20,0.6,0.01811129023365143,216
259,1m,2026-03-04 14:17:52.354186+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.43714291322681686,-0.051986017844016144,0.07572913948403025,121,0.24793388429752067,243,7,80,18,243,OK,,0.5,531,9,0,187,0.005180176090486599,2,121,0.24793388429752067,0.07572913948403025,225
260,5m,2026-03-04 14:19:16.548282+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.06045250805558386,0.008168561906628744,0.01848612384403492,32,0.5,243,45,20,216,243,OK,,0.45,99,24,0,185,0.044812825998143506,2,32,0.5,0.01848612384403492,27
261,15m,2026-03-04 14:19:51.610936+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.27281609866691947,0.013462380987603554,0.0051898729892499995,12,0.75,243,30,10,108,243,OK,,0.25,324,3,0,79,0.007180501392099026,2,12,0.75,0.0051898729892499995,135
262,30m,2026-03-04 14:20:07.804608+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.017480298209716458,0.00294616608806675,0.027061090318647785,20,0.55,243,30,8,27,243,OK,,0.2,675,0,0,68,0,2,20,0.55,0.027061090318647785,216
263,1m,2026-03-04 15:18:41.673453+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.45567622221923487,-0.05443513843952842,0.07572913948403025,123,0.24390243902439024,243,7,80,27,243,OK,,0.5,549,9,0,187,0.005180176090486599,2,123,0.24390243902439024,0.07572913948403025,216
264,5m,2026-03-04 15:20:10.40522+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.06045250805558386,0.008168561906628744,0.01848612384403492,32,0.5,243,45,20,216,243,OK,,0.45,99,24,0,185,0.044812825998143506,2,32,0.5,0.01848612384403492,27
265,15m,2026-03-04 15:20:53.772257+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.15742668837394425,0.012422999465009804,0.006693907271443366,16,0.6875,243,30,10,99,243,OK,,0.25,324,3,0,79,0.007180501392099026,2,16,0.6875,0.006693907271443366,144
266,30m,2026-03-04 15:21:13.527927+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.0013621979147354635,0.006956469496914475,0.011397986716000674,11,0.45454545454545453,243,30,8,45,243,OK,,0.2,675,0,0,68,0,2,11,0.45454545454545453,0.011397986716000674,198
267,1m,2026-03-04 16:18:32.70993+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.47940668998171615,-0.06386201613825443,0.08093546582409326,142,0.24647887323943662,243,7,80,27,243,OK,,0.5,549,9,0,189,0.005180176090486599,2,142,0.24647887323943662,0.08093546582409326,216
268,5m,2026-03-04 16:18:51.924778+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.06045250805558386,0.008168561906628744,0.01848612384403492,32,0.5,243,45,20,216,243,OK,,0.45,99,24,0,185,0.044812825998143506,2,32,0.5,0.01848612384403492,27
269,15m,2026-03-04 16:19:01.1413+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.15742668837394425,0.012422999465009804,0.006693907271443366,16,0.6875,243,30,10,81,243,OK,,0.25,342,0,0,79,0.007180501392099025,2,16,0.6875,0.006693907271443366,162
270,30m,2026-03-04 16:19:05.507852+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.12046188444096585,-0.007291118669496333,0.014070156401955192,11,0.36363636363636365,243,30,8,24,243,OK,,0.2,675,0,0,68,0,2,11,0.36363636363636365,0.014070156401955192,219
271,1m,2026-03-04 16:20:23.765611+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.47940668998171615,-0.06386201613825443,0.08093546582409326,142,0.24647887323943662,243,7,80,27,243,OK,,0.5,549,9,0,189,0.005180176090486599,2,142,0.24647887323943662,0.08093546582409326,216
272,5m,2026-03-04 16:20:46.056212+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.07801010137599715,0.00958435633511696,0.01848612384403492,33,0.5151515151515151,243,45,20,213,243,OK,,0.45,63,27,0,184,0.04681282599814351,2,33,0.5151515151515151,0.01848612384403492,30
273,15m,2026-03-04 16:20:56.737006+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.15742668837394425,0.012422999465009804,0.006693907271443366,16,0.6875,243,30,10,81,243,OK,,0.25,360,0,0,79,0.007180501392099025,2,16,0.6875,0.006693907271443366,162
274,30m,2026-03-04 16:21:01.152745+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.12046188444096585,-0.007291118669496333,0.014070156401955192,11,0.36363636363636365,243,30,8,24,243,OK,,0.2,675,0,0,68,0,2,11,0.36363636363636365,0.014070156401955192,219
275,1m,2026-03-04 17:36:44.253729+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.511587597457722,-0.05865625455055336,0.07283975841000621,129,0.24806201550387597,243,7,80,27,243,OK,,0.5,567,9,0,188,0.005180176090486599,2,129,0.24806201550387597,0.07283975841000621,216
276,5m,2026-03-04 17:52:45.23399+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.07801010137599715,0.00958435633511696,0.01848612384403492,33,0.5151515151515151,243,45,20,213,243,OK,,0.45,63,27,0,184,0.04681282599814351,2,33,0.5151515151515151,0.01848612384403492,30
277,15m,2026-03-04 17:53:11.005481+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.3264569554359504,0.017511275919156914,0.005189872989249999,12,0.75,243,30,10,99,243,OK,,0.25,360,0,0,84,0.007180501392099025,2,12,0.75,0.005189872989249999,144
278,30m,2026-03-04 17:53:31.459578+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.22435559324135546,-0.015367052013000478,0.02706109031864778,16,0.375,243,30,8,9,243,OK,,0.2,675,0,0,71,0,2,16,0.375,0.02706109031864778,234
279,1m,2026-03-04 18:57:03.128406+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4714242006543804,-0.06067912542486959,0.07283975841000621,138,0.2463768115942029,243,7,80,18,243,OK,,0.5,585,9,0,178,0.005180176090486599,2,138,0.2463768115942029,0.07283975841000621,225
280,5m,2026-03-04 18:58:23.556439+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.024286582288533552,0.002847417678590597,0.022449984361740723,25,0.44,243,45,20,216,243,OK,,0.45,63,27,0,184,0.04681282599814351,2,25,0.44,0.022449984361740723,27
281,15m,2026-03-04 18:58:57.52048+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",0.30722927429502045,0.015707191508466896,0.005189872989249999,14,0.7142857142857143,243,30,10,99,243,OK,,0.25,360,6,0,89,0.007180501392099025,2,14,0.7142857142857143,0.005189872989249999,144
282,30m,2026-03-04 18:59:11.192397+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.015704306354472536,-0.0024677036361969128,0.015173802634875664,9,0.4444444444444444,243,30,8,18,243,OK,,0.2,675,0,0,73,0,2,9,0.4444444444444444,0.015173802634875664,225
283,1m,2026-03-04 19:56:27.013367+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4714242006543804,-0.06067912542486959,0.07283975841000621,138,0.2463768115942029,243,7,80,27,243,OK,,0.5,576,9,0,178,0.005180176090486597,2,138,0.2463768115942029,0.07283975841000621,216
284,5m,2026-03-04 19:56:45.726397+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.024286582288533552,0.002847417678590597,0.022449984361740723,25,0.44,243,45,20,216,243,OK,,0.45,63,27,0,184,0.04681282599814351,2,25,0.44,0.022449984361740723,27
285,15m,2026-03-04 19:56:54.495232+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.18924907765467197,0.013427362431248703,0.009596911119239993,11,0.5454545454545454,243,30,10,144,243,OK,,0.25,351,6,0,92,0.007180501392099025,2,11,0.5454545454545454,0.009596911119239993,99
286,30m,2026-03-04 19:56:58.685617+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.015704306354472536,-0.0024677036361969128,0.015173802634875664,9,0.4444444444444444,243,30,8,18,243,OK,,0.2,675,0,0,74,0,2,9,0.4444444444444444,0.015173802634875664,225
287,1m,2026-03-04 20:46:04.502521+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,27,243,OK,,0.5,576,9,0,178,0.005180176090486597,2,135,0.24444444444444444,0.06605601282231797,216
288,5m,2026-03-04 20:46:33.083219+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.05436860399643612,0.006671821304152066,0.022449984361740723,29,0.4827586206896552,243,45,20,234,243,OK,,0.45,63,30,0,194,0.04681282599814351,2,29,0.4827586206896552,0.022449984361740723,9
289,15m,2026-03-04 20:46:46.236797+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,351,6,0,93,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
290,30m,2026-03-04 20:46:53.46979+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 150}",-0.004750187651959531,0.0008046614553198794,0.011791347917672335,8,0.625,243,30,8,27,243,OK,,0.2,675,0,0,75,0,2,8,0.625,0.011791347917672335,216
291,1m,2026-03-04 20:55:26.076567+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,18,243,OK,,0.5,576,9,0,178,0.0062991549545275945,2,135,0.24444444444444444,0.06605601282231797,225
292,5m,2026-03-04 20:55:50.516814+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.05083335596317522,0.006174570387152696,0.022449984361740723,29,0.4827586206896552,243,45,20,234,243,OK,,0.45,63,30,0,196,0.04681282599814351,2,29,0.4827586206896552,0.022449984361740723,9
293,15m,2026-03-04 20:56:02.194784+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,351,6,0,93,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
294,30m,2026-03-04 20:56:08.671236+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 150}",-0.004750187651959531,0.0008046614553198794,0.011791347917672335,8,0.625,243,30,8,27,243,OK,,0.2,675,0,0,75,0,2,8,0.625,0.011791347917672335,216
295,1m,2026-03-04 21:00:01.156516+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,18,243,OK,,0.5,576,9,0,178,0.005448423561235757,2,135,0.24444444444444444,0.06605601282231797,225
296,5m,2026-03-04 21:00:23.225775+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.0475275865408372,0.005767842610177827,0.022449984361740723,30,0.4666666666666667,243,45,20,234,243,OK,,0.45,63,33,0,197,0.04681282599814351,2,30,0.4666666666666667,0.022449984361740723,9
297,15m,2026-03-04 21:00:35.546388+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,351,6,0,94,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
298,30m,2026-03-04 21:00:41.7421+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",-0.10083547290597727,-0.006510477007292676,0.016644877599223833,14,0.35714285714285715,243,30,8,18,243,OK,,0.2,675,0,0,75,0,2,14,0.35714285714285715,0.016644877599223833,225
299,1m,2026-03-04 21:06:21.767935+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47046367011537005,-0.05788681855138445,0.06605601282231797,135,0.24444444444444444,243,7,80,18,243,OK,,0.5,576,9,0,178,0.00744969052748467,2,135,0.24444444444444444,0.06605601282231797,225
300,5m,2026-03-04 21:06:45.653611+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",0.05064493434993739,0.006143346320711569,0.022449984361740723,30,0.4666666666666667,243,45,20,234,243,OK,,0.45,63,36,0,198,0.04681282599814351,2,30,0.4666666666666667,0.022449984361740723,9
301,15m,2026-03-04 21:06:56.634418+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,351,6,0,94,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
